,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,threshold,adj_p_signi,thr_signi
RAC2,5.85408762852064e-24,-0.786253491371858,0.501,0.678,8.0282957737532e-20,1,RAC2,Down,Highly,Down_Highly
NAPRT1,6.16753803939144e-24,2.03817521816082,0.257,0.095,8.45816166722142e-20,1,NAPRT1,Up,Highly,Up_Highly
COX6B1.1,6.56605694885446e-24,0.772543094592014,0.731,0.534,9.00469049965901e-20,1,COX6B1,Up,Highly,Up_Highly
CIRBP,8.45466705615167e-24,-0.872345036393049,0.536,0.74,1.15947304008064e-19,1,CIRBP,Down,Highly,Down_Highly
CALM1,8.94026683236679e-24,-0.914162726135167,0.536,0.705,1.22606819339078e-19,1,CALM1,Down,Highly,Down_Highly
HSBP1,1.01296979184341e-23,1.34250904453938,0.312,0.127,1.38918677253405e-19,1,HSBP1,Up,Highly,Up_Highly
SAMHD1.1,1.17326507837035e-23,1.52382129651929,0.405,0.206,1.6090157284771e-19,1,SAMHD1,Up,Highly,Up_Highly
ARHGAP15.1,1.95455890446227e-23,-2.07863199800188,0.098,0.315,2.68048208157955e-19,1,ARHGAP15,Down,Highly,Down_Highly
NINJ1,2.15540891745451e-23,1.4691294242867,0.301,0.121,2.95592778939712e-19,1,NINJ1,Up,Highly,Up_Highly
POLE4,2.26150898571344e-23,1.38817598854538,0.346,0.157,3.10143342300742e-19,1,POLE4,Up,Highly,Up_Highly
NDUFA11.1,2.41186521711868e-23,1.03254621534292,0.587,0.369,3.30763195875656e-19,1,NDUFA11,Up,Highly,Up_Highly
PNISR,2.67447019031823e-23,-1.69969176468035,0.191,0.413,3.66776841900242e-19,1,PNISR,Down,Highly,Down_Highly
BRK1.1,2.93322815219745e-23,0.677633264814467,0.717,0.51,4.02262908792358e-19,1,BRK1,Up,Highly,Up_Highly
OAZ2,3.4040527647248e-23,1.53272363546295,0.314,0.129,4.66831796154359e-19,1,OAZ2,Up,Highly,Up_Highly
ZYX,4.50998544477807e-23,1.24520404985772,0.293,0.117,6.18499403896865e-19,1,ZYX,Up,Highly,Up_Highly
TNFSF10,4.77822968156623e-23,1.30235392531015,0.377,0.177,6.55286418529993e-19,1,TNFSF10,Up,Highly,Up_Highly
BST2.1,8.85414450698098e-23,0.933331128708967,0.627,0.406,1.21425737768737e-18,1,BST2,Up,Highly,Up_Highly
GYPC.1,9.7528307914431e-23,-2.01150037195854,0.118,0.329,1.33750321473851e-18,1,GYPC,Down,Highly,Down_Highly
C12orf57.1,1.17262769222864e-22,-1.72300547177394,0.12,0.342,1.60814161712235e-18,1,C12orf57,Down,Highly,Down_Highly
SNRPD2.1,7.20695144493228e-22,-0.914925740294626,0.405,0.603,9.88361321158012e-18,1,SNRPD2,Down,Highly,Down_Highly
SOD1.1,1.25546084045075e-21,-1.12477090431789,0.352,0.544,1.72173899659415e-17,1,SOD1,Down,Highly,Down_Highly
PRDX2.1,2.89156530830507e-21,-1.88354160997006,0.124,0.324,3.96549266380957e-17,1,PRDX2,Down,Highly,Down_Highly
TXNIP,3.29313034534962e-21,-0.854387665966682,0.615,0.785,4.51619895561247e-17,1,TXNIP,Down,Highly,Down_Highly
WARS,5.71147871604258e-21,1.48487968569635,0.265,0.106,7.8327219111808e-17,1,WARS,Up,Highly,Up_Highly
SEPT1.1,6.30029427761684e-21,-1.98468969059906,0.069,0.268,8.64022357232373e-17,1,SEPT1,Down,Highly,Down_Highly
TBC1D10C,6.823934540668e-21,-1.70453001123705,0.128,0.339,9.35834382907209e-17,1,TBC1D10C,Down,Highly,Down_Highly
HNRNPA2B1,1.51258668230267e-20,-0.960299268500632,0.493,0.663,2.07436137610989e-16,1,HNRNPA2B1,Down,Highly,Down_Highly
CD79B.1,1.5229048072923e-20,-3.09590747896361,0.09,0.276,2.08851165272066e-16,1,CD79B,Down,Highly,Down_Highly
ITGB2.1,1.70676974676144e-20,0.654437428031761,0.646,0.428,2.34066403070864e-16,1,ITGB2,Up,Highly,Up_Highly
CASP1.1,3.6150143524764e-20,1.07372240743474,0.436,0.234,4.95763068298614e-16,1,CASP1,Up,Highly,Up_Highly
RHOA.1,4.57977118440121e-20,0.674736736551682,0.695,0.531,6.28069820228781e-16,1,RHOA,Up,Highly,Up_Highly
TSTD1,4.99969152535085e-20,-2.11428416200511,0.071,0.258,6.85657695786616e-16,1,TSTD1,Down,Highly,Down_Highly
JUNB.1,6.81284979070567e-20,-0.716681962968825,0.904,0.901,9.34314220297375e-16,1,JUNB,Down,Highly,Down_Highly
ATP5D,7.69850205079137e-20,0.664616203246118,0.686,0.508,1.05577257124553e-15,1,ATP5D,Up,Highly,Up_Highly
RPL22.1,1.47763708770631e-19,-0.581315464551807,0.721,0.827,2.02643150208043e-15,1,RPL22,Down,Highly,Down_Highly
POLR2L.1,1.7564052579004e-19,0.952186245341601,0.523,0.321,2.4087341706846e-15,1,POLR2L,Up,Highly,Up_Highly
HLA-DMB,1.85606526658572e-19,0.799935561933545,0.326,0.146,2.54540790659566e-15,1,HLA-DMB,Up,Highly,Up_Highly
COX8A.1,3.95510340572783e-19,0.881504937943525,0.548,0.348,5.42402881061515e-15,1,COX8A,Up,Highly,Up_Highly
CCND3,7.68294282358925e-19,-1.32652045956864,0.253,0.445,1.05363877882703e-14,1,CCND3,Down,Highly,Down_Highly
PPP2R5C,8.27157833909891e-19,-1.97868779297222,0.094,0.276,1.13436425342402e-14,1,PPP2R5C,Down,Highly,Down_Highly
PKM.1,1.07458317102534e-18,0.783130117022328,0.589,0.384,1.47368336074415e-14,1,PKM,Up,Highly,Up_Highly
HIGD2A.1,1.77465251939032e-18,0.804497095639627,0.642,0.457,2.43375846509189e-14,1,HIGD2A,Up,Highly,Up_Highly
RILPL2,1.83385787121064e-18,1.49353716830696,0.324,0.158,2.51495268457827e-14,1,RILPL2,Up,Highly,Up_Highly
SDCBP.1,2.01638962751774e-18,1.09931188138723,0.397,0.21,2.76527673517782e-14,1,SDCBP,Up,Highly,Up_Highly
POU2F2,3.21922960377162e-18,1.38468992947566,0.283,0.129,4.4148514786124e-14,1,POU2F2,Up,Highly,Up_Highly
VAMP2,3.84912970955363e-18,-0.976127241048545,0.295,0.487,5.27869648368185e-14,1,VAMP2,Down,Highly,Down_Highly
LIMD2,4.6219289586218e-18,-0.826911439031879,0.513,0.687,6.33851337385394e-14,1,LIMD2,Down,Highly,Down_Highly
YWHAQ.1,5.53211082507137e-18,-1.70168200386197,0.138,0.32,7.58673678550288e-14,1,YWHAQ,Down,Highly,Down_Highly
ANKRD12.1,6.83347394684293e-18,-1.60397343824991,0.141,0.324,9.37142617070039e-14,1,ANKRD12,Down,Highly,Down_Highly
SELL.1,7.02636226557634e-18,-1.26325786732303,0.324,0.5,9.63595321101139e-14,1,SELL,Down,Highly,Down_Highly
EMP3.1,1.07218624883462e-17,0.643283842515854,0.823,0.711,1.4703962216518e-13,1,EMP3,Up,Highly,Up_Highly
RNH1.1,1.16678299173777e-17,0.903715771289193,0.46,0.271,1.60012619486918e-13,1,RNH1,Up,Highly,Up_Highly
TNFRSF1B,1.27776494480717e-17,1.81032754202418,0.259,0.114,1.75232684530855e-13,1,TNFRSF1B,Up,Highly,Up_Highly
GLIPR1,1.6934071876892e-17,1.08089810595215,0.344,0.174,2.32233861719697e-13,1,GLIPR1,Up,Highly,Up_Highly
TMEM219.1,1.8728812718889e-17,1.62039928274672,0.42,0.24,2.56846937626844e-13,1,TMEM219,Up,Highly,Up_Highly
NDUFS6.1,1.89675311796403e-17,1.02205683057569,0.371,0.198,2.60120722597587e-13,1,NDUFS6,Up,Highly,Up_Highly
HNRNPDL,2.03193137254214e-17,-0.854511866811258,0.464,0.63,2.78659068430429e-13,1,HNRNPDL,Down,Highly,Down_Highly
TNFAIP8,2.49928140405359e-17,-1.75964535709704,0.108,0.286,3.4275145175191e-13,1,TNFAIP8,Down,Highly,Down_Highly
SEC11A.1,3.03365131834415e-17,1.04904371270657,0.483,0.293,4.16034941797717e-13,1,SEC11A,Up,Highly,Up_Highly
SERPINB6,7.00094231728186e-17,1.14684156662597,0.324,0.163,9.60109229392034e-13,1,SERPINB6,Up,Highly,Up_Highly
SKP1,1.29730063135346e-16,-0.921899298863611,0.32,0.498,1.77911808583813e-12,1,SKP1,Down,Highly,Down_Highly
SPCS2.1,1.4676984436472e-16,-1.47894509772274,0.157,0.335,2.01280164561778e-12,1,SPCS2,Down,Highly,Down_Highly
STX10,1.68578007714643e-16,1.44087743588806,0.265,0.12,2.31187879779861e-12,1,STX10,Up,Highly,Up_Highly
HNRNPK,1.80364276218865e-16,-0.95232578264044,0.358,0.523,2.47351568406552e-12,1,HNRNPK,Down,Highly,Down_Highly
HMGB1,1.89880155676285e-16,-0.736695756503575,0.495,0.661,2.60401645494457e-12,1,HMGB1,Down,Highly,Down_Highly
SRSF7,1.97912816258111e-16,-0.88501003620043,0.34,0.517,2.71417636216374e-12,1,SRSF7,Down,Highly,Down_Highly
NDUFB1,2.07367613694189e-16,1.19095121081718,0.305,0.151,2.8438394542021e-12,1,NDUFB1,Up,Highly,Up_Highly
COMMD6.1,2.57348016939731e-16,-0.704574833074424,0.475,0.625,3.52927070431147e-12,1,COMMD6,Down,Highly,Down_Highly
UQCRFS1.1,2.67513915527115e-16,0.934628732053758,0.434,0.253,3.66868583753885e-12,1,UQCRFS1,Up,Highly,Up_Highly
ANXA6.1,3.80717526206485e-16,-1.54995842201432,0.151,0.325,5.22116015439573e-12,1,ANXA6,Down,Highly,Down_Highly
TCF7.1,6.13389825545043e-16,-1.79242545553434,0.098,0.261,8.41202806752471e-12,1,TCF7,Down,Highly,Down_Highly
UQCRC1,6.20848353858407e-16,1.33765258427002,0.312,0.157,8.5143143248142e-12,1,UQCRC1,Up,Highly,Up_Highly
YBX1.1,1.02916458989985e-15,0.540658639615855,0.857,0.802,1.41139631858865e-11,1,YBX1,Up,Highly,Up_Highly
UQCR11.1.1,1.08705452631071e-15,0.729855271927938,0.697,0.536,1.49078657738251e-11,1,UQCR11.1,Up,Highly,Up_Highly
PSMB3.1,1.10993859195288e-15,0.790623206101324,0.525,0.348,1.52216978500418e-11,1,PSMB3,Up,Highly,Up_Highly
PLSCR1,1.19094033494092e-15,1.40783276171031,0.253,0.115,1.63325557533797e-11,1,PLSCR1,Up,Highly,Up_Highly
UBB.1,1.25762259557649e-15,-0.612682326910307,0.68,0.797,1.7247036275736e-11,1,UBB,Down,Highly,Down_Highly
NAP1L1,1.97430579902595e-15,-0.791504956731116,0.436,0.603,2.70756297278419e-11,1,NAP1L1,Down,Highly,Down_Highly
UBE2L6.1,3.18133960359867e-15,0.913816134255992,0.487,0.311,4.36288913237522e-11,1,UBE2L6,Up,Highly,Up_Highly
SPG21,3.67150611773651e-15,1.19677889884926,0.297,0.148,5.03510348986385e-11,1,SPG21,Up,Highly,Up_Highly
TMEM123.1,4.2877075546747e-15,-0.924331183905572,0.279,0.457,5.88016214048088e-11,1,TMEM123,Down,Highly,Down_Highly
LAP3,4.61274304935984e-15,1.21247848202182,0.267,0.129,6.32591581789208e-11,1,LAP3,Up,Highly,Up_Highly
ATG3,6.69415737058084e-15,0.939788500398047,0.338,0.183,9.18036741801457e-11,1,ATG3,Up,Highly,Up_Highly
DNAJB1.1,9.74512779908755e-15,-1.58525355184347,0.157,0.321,1.33644682636687e-10,1,DNAJB1,Down,Highly,Down_Highly
ZNHIT1.1,1.0574565486956e-14,1.00395146147658,0.409,0.244,1.45019591088115e-10,1,ZNHIT1,Up,Highly,Up_Highly
GRB2,1.35072012243142e-14,0.921110852181126,0.303,0.158,1.85237757590245e-10,1,GRB2,Up,Highly,Up_Highly
COX5B.1,1.50812564545261e-14,0.832436378191191,0.627,0.472,2.06824351017371e-10,1,COX5B,Up,Highly,Up_Highly
SON.1,1.96861196860379e-14,-1.20262479538739,0.173,0.343,2.69975445374324e-10,1,SON,Down,Highly,Down_Highly
REEP5.1,2.00222523714417e-14,0.817972490295665,0.399,0.23,2.74585169021951e-10,1,REEP5,Up,Highly,Up_Highly
MYADM,2.17837702860214e-14,1.43140701888148,0.308,0.165,2.98742625702498e-10,1,MYADM,Up,Highly,Up_Highly
C11orf31.1,3.49382594399954e-14,0.764215460716881,0.585,0.413,4.79143289960097e-10,1,C11orf31,Up,Highly,Up_Highly
NKG7.1,4.06792026461267e-14,-3.96817074916345,0.189,0.327,5.57874585088982e-10,1,NKG7,Down,Highly,Down_Highly
GNB2.1,6.58863807847085e-14,0.79626431947792,0.395,0.235,9.03565826081493e-10,1,GNB2,Up,Highly,Up_Highly
EPSTI1,6.76294624738204e-14,1.06833605984478,0.293,0.154,9.27470448365974e-10,1,EPSTI1,Up,Highly,Up_Highly
CASP4.1,6.78030277059387e-14,1.12651894954001,0.45,0.285,9.29850721959244e-10,1,CASP4,Up,Highly,Up_Highly
LEPROTL1.1,7.39054480627116e-14,-1.40105456556604,0.128,0.287,1.01353931473203e-09,1,LEPROTL1,Down,Highly,Down_Highly
PARVG,7.598257037396e-14,1.15160393004016,0.263,0.128,1.04202497010849e-09,1,PARVG,Up,Highly,Up_Highly
PRDX5.1,1.27608471123119e-13,0.768941514373231,0.491,0.323,1.75002257298245e-09,1,PRDX5,Up,Highly,Up_Highly
LITAF,1.92852788997374e-13,-1.23268133320402,0.185,0.338,2.64478314830998e-09,1,LITAF,Down,Highly,Down_Highly
DUSP2,2.35827581063824e-13,-1.56852005927072,0.136,0.285,3.23413944670928e-09,1,DUSP2,Down,Highly,Down_Highly
CYTIP.1,2.55244733796814e-13,-1.20807000997561,0.212,0.367,3.50042627928951e-09,1,CYTIP,Down,Highly,Down_Highly
NDUFA13.1,2.84064474871567e-13,0.752390750346963,0.593,0.43,3.89566020838866e-09,1,NDUFA13,Up,Highly,Up_Highly
HMGB2.1,3.22734312404464e-13,0.690119517667263,0.454,0.291,4.42597836031482e-09,1,HMGB2,Up,Highly,Up_Highly
RNF7,3.26435991748202e-13,0.798787418171644,0.379,0.22,4.47674319083485e-09,1,RNF7,Up,Highly,Up_Highly
VAMP5.1,3.61138901781921e-13,1.12173822005426,0.34,0.197,4.95265889903726e-09,1,VAMP5,Up,Highly,Up_Highly
MZT2A.1,4.56580588913529e-13,-1.29655504874298,0.136,0.289,6.26154619636014e-09,1,MZT2A,Down,Highly,Down_Highly
EIF4E2,5.09709774252206e-13,1.14038181146943,0.259,0.133,6.99015984409475e-09,1,EIF4E2,Up,Highly,Up_Highly
IFI35,6.69438359559927e-13,1.13316855633884,0.291,0.156,9.18067766300484e-09,1,IFI35,Up,Highly,Up_Highly
CD97.1,8.37225924156677e-13,0.886298578221438,0.344,0.197,1.14817163238847e-08,1,CD97,Up,Highly,Up_Highly
CHMP4B,9.08112410646332e-13,0.938910394312579,0.287,0.15,1.24538535996038e-08,1,CHMP4B,Up,Highly,Up_Highly
IFI27L2,9.23437888097372e-13,1.06007244542957,0.273,0.139,1.26640271973674e-08,1,IFI27L2,Up,Highly,Up_Highly
RAP1B,1.08045077520855e-12,-1.10670475098598,0.242,0.388,1.481730193121e-08,1,RAP1B,Down,Highly,Down_Highly
PPT1,1.09635346152142e-12,1.30982796081562,0.308,0.165,1.50353913713047e-08,1,PPT1,Up,Highly,Up_Highly
HSD17B11,1.12998529741278e-12,1.00326239326679,0.391,0.24,1.54966183687188e-08,1,HSD17B11,Up,Highly,Up_Highly
BTG2.1,1.13570826210712e-12,-0.985757244022962,0.23,0.386,1.55751031065371e-08,1,BTG2,Down,Highly,Down_Highly
BLOC1S1.1,1.24455047050731e-12,0.562647404845203,0.448,0.28,1.70677651525373e-08,1,BLOC1S1,Up,Highly,Up_Highly
PCNP.1,1.25671232278505e-12,-1.44904890304758,0.138,0.282,1.72345527946741e-08,1,PCNP,Down,Highly,Down_Highly
DOK2.1,2.60404741905993e-12,0.913039013114376,0.36,0.213,3.57119063049879e-08,1,DOK2,Up,Highly,Up_Highly
GNAS.1,3.23424899643078e-12,0.740048832075775,0.426,0.27,4.43544907370517e-08,1,GNAS,Up,Highly,Up_Highly
NAAA,3.29384916126805e-12,1.12803314093015,0.285,0.155,4.51718473976301e-08,1,NAAA,Up,Highly,Up_Highly
PPP1R2,4.27859254418681e-12,-0.989029938408786,0.159,0.306,5.8676618150978e-08,1,PPP1R2,Down,Highly,Down_Highly
ARF5.1,4.35559106553271e-12,0.752670282809281,0.426,0.27,5.97325758727156e-08,1,ARF5,Up,Highly,Up_Highly
MCL1.1,5.74664847828805e-12,0.785608178629942,0.527,0.379,7.88095372312423e-08,1,MCL1,Up,Highly,Up_Highly
PTPRC,1.05173568962633e-11,-0.830911005113701,0.348,0.477,1.44235032475355e-07,1,PTPRC,Down,Highly,Down_Highly
PPP4C.1,1.08293189485395e-11,0.825749511963979,0.413,0.263,1.48513280060271e-07,1,PPP4C,Up,Highly,Up_Highly
UBE2D2,1.08388136138336e-11,-0.861361878500047,0.297,0.447,1.48643489900114e-07,1,UBE2D2,Down,Highly,Down_Highly
LSMD1,1.09426991397705e-11,1.06095377605784,0.281,0.152,1.50068176002813e-07,1,LSMD1,Up,Highly,Up_Highly
PSMA7.1,1.16707408714566e-11,0.699950130198723,0.668,0.536,1.60052540311155e-07,1,PSMA7,Up,Highly,Up_Highly
MRPL23.1,1.30814551305786e-11,0.907484539102864,0.409,0.261,1.79399075660755e-07,1,MRPL23,Up,Highly,Up_Highly
HSP90AA1.1,1.60910577031902e-11,-0.790018045855601,0.422,0.558,2.20672765341551e-07,1,HSP90AA1,Down,Highly,Down_Highly
TGFB1,1.90698707002045e-11,1.15867114642001,0.308,0.176,2.61524206782604e-07,1,TGFB1,Up,Highly,Up_Highly
VASP.1,2.01109126530658e-11,0.677396005882127,0.405,0.244,2.75801056124145e-07,1,VASP,Up,Highly,Up_Highly
CD164,2.56153879800732e-11,-0.967057727386932,0.226,0.369,3.51289430758723e-07,1,CD164,Down,Highly,Down_Highly
C14orf2,2.63833999963709e-11,1.05122122027918,0.269,0.147,3.61821947550231e-07,1,C14orf2,Up,Highly,Up_Highly
BIN2.1,2.97500136078331e-11,-0.966889344491942,0.251,0.394,4.07991686617824e-07,1,BIN2,Down,Highly,Down_Highly
GNG5.1,3.81487370998553e-11,0.851651876663571,0.407,0.267,5.23171780587415e-07,1,GNG5,Up,Highly,Up_Highly
RNF181,3.94732494592997e-11,0.679028578770282,0.326,0.192,5.41336143084836e-07,1,RNF181,Up,Highly,Up_Highly
ALOX5AP.1,6.07937147937786e-11,-1.1499754306085,0.122,0.259,8.33725004681879e-07,1,ALOX5AP,Down,Highly,Down_Highly
TUBA4A,7.47693103368059e-11,-1.26791301552408,0.141,0.275,1.02538632195896e-06,1,TUBA4A,Down,Highly,Down_Highly
KRT10.1,9.71902120311672e-11,-1.12210007883439,0.13,0.267,1.33286656779543e-06,1,KRT10,Down,Highly,Down_Highly
PTGES3,1.03933895292431e-10,-0.944666468862919,0.293,0.429,1.4253494400404e-06,1,PTGES3,Down,Highly,Down_Highly
SNF8,1.21333960125132e-10,1.13731183007557,0.293,0.168,1.66397392915607e-06,1,SNF8,Up,Highly,Up_Highly
OAS1,2.23485344101668e-10,0.657635305704537,0.301,0.171,3.06487800901027e-06,1,OAS1,Up,Highly,Up_Highly
PHPT1,3.44332061296202e-10,0.894731279424931,0.257,0.142,4.72216988861611e-06,1,PHPT1,Up,Highly,Up_Highly
NDUFB11.1,4.07919190161569e-10,0.627704298180985,0.523,0.378,5.59420377387576e-06,1,NDUFB11,Up,Highly,Up_Highly
S1PR4,4.37702224463523e-10,-1.20666987158691,0.157,0.285,6.00264830629275e-06,1,S1PR4,Down,Highly,Down_Highly
ARL6IP5,4.41194775592506e-10,-0.770259231999029,0.348,0.476,6.05054515247563e-06,1,ARL6IP5,Down,Highly,Down_Highly
COX6C,4.62371313829756e-10,-0.73661067065977,0.342,0.473,6.34096019786127e-06,1,COX6C,Down,Highly,Down_Highly
FIBP,4.68979442968601e-10,1.1244322538014,0.267,0.151,6.43158408087139e-06,1,FIBP,Up,Highly,Up_Highly
MT-ND3,5.01470967444929e-10,0.795666516193906,0.312,0.183,6.87717284753975e-06,1,MT-ND3,Up,Highly,Up_Highly
CLTB,5.85192062733306e-10,0.869235399495336,0.293,0.169,8.02532394832455e-06,1,CLTB,Up,Highly,Up_Highly
CYC1,6.28741393093013e-10,0.765663646807206,0.297,0.17,8.62255946487757e-06,1,CYC1,Up,Highly,Up_Highly
SRP9,7.51243449455453e-10,-1.08200793766743,0.226,0.353,1.03025526658321e-05,1,SRP9,Down,Highly,Down_Highly
ST13.1,1.54147224319326e-09,-0.764432661551412,0.293,0.423,2.11397503431524e-05,1,ST13,Down,Highly,Down_Highly
MED10,1.57848750838644e-09,-0.927407077605927,0.136,0.252,2.16473776900116e-05,1,MED10,Down,Highly,Down_Highly
LTA4H,4.30975850078801e-09,0.956981758162813,0.251,0.143,5.91040280798068e-05,1,LTA4H,Up,Highly,Up_Highly
CHMP1B,4.71223132381152e-09,0.772339962964581,0.358,0.236,6.46235403747512e-05,1,CHMP1B,Up,Highly,Up_Highly
RGS19.1,4.8308445640794e-09,0.512576648303331,0.377,0.244,6.62502023517849e-05,1,RGS19,Up,Highly,Up_Highly
CDC42SE2.1,6.17822264740025e-09,-1.10433800294257,0.136,0.252,8.47281453864471e-05,1,CDC42SE2,Down,Highly,Down_Highly
SUN2,6.3137423383071e-09,-1.25014830353217,0.159,0.27,8.65866624275435e-05,1,SUN2,Down,Highly,Down_Highly
ATP5I.1,6.88783840695258e-09,0.892413635963087,0.383,0.268,9.44598159129476e-05,1,ATP5I,Up,Highly,Up_Highly
SF3B5,7.03764766250022e-09,0.897355879028163,0.495,0.368,9.65143000435281e-05,1,SF3B5,Up,Highly,Up_Highly
UBL5.1,7.21937569791216e-09,0.753536449299804,0.558,0.418,9.90065183211674e-05,1,UBL5,Up,Highly,Up_Highly
CAST,9.13155654852946e-09,0.809652997175285,0.253,0.143,0.000125230166506533,1,CAST,Up,Highly,Up_Highly
ANAPC11.1,1.35611546790449e-08,0.709893363557584,0.346,0.222,0.000185977675268422,1,ANAPC11,Up,Highly,Up_Highly
SMS,1.38363627400734e-08,0.731934649243293,0.255,0.148,0.000189751878617367,1,SMS,Up,Highly,Up_Highly
COPE.1,1.4650728535774e-08,0.646345644669611,0.55,0.408,0.000200920091139605,1,COPE,Up,Highly,Up_Highly
FUS,1.66398345186392e-08,-1.19440830865111,0.181,0.298,0.000228198690588618,1,FUS,Down,Highly,Down_Highly
EIF4G2,2.13672301913179e-08,-0.960734556912217,0.214,0.33,0.000293030194843734,1,EIF4G2,Down,Highly,Down_Highly
MRPL54,2.18571352956856e-08,0.75912243166583,0.32,0.205,0.000299748753445032,1,MRPL54,Up,Highly,Up_Highly
SHKBP1,2.33873378740807e-08,0.864883308236529,0.251,0.146,0.000320733951605143,1,SHKBP1,Up,Highly,Up_Highly
ZFAND5,2.36226648473336e-08,0.864932455676486,0.261,0.154,0.000323961225716334,1,ZFAND5,Up,Highly,Up_Highly
BAG1,2.81673684117738e-08,0.81731795959363,0.263,0.156,0.000386287290399066,1,BAG1,Up,Highly,Up_Highly
NDUFB10.1,2.8315185508893e-08,0.708322589112917,0.43,0.308,0.000388314454068958,1,NDUFB10,Up,Highly,Up_Highly
FLNA,2.83373793427475e-08,0.660750884019621,0.308,0.19,0.000388618820306439,1,FLNA,Up,Highly,Up_Highly
METTL9.1,2.89246718950069e-08,0.829642274618728,0.342,0.231,0.000396672950368125,1,METTL9,Up,Highly,Up_Highly
SDHB,3.03418457782336e-08,1.36042636331963,0.308,0.195,0.000416108073002695,1,SDHB,Up,Highly,Up_Highly
COX17,3.1255453146982e-08,0.749741168339737,0.279,0.172,0.000428637284457712,1,COX17,Up,Highly,Up_Highly
C9orf78,3.33458261056352e-08,-0.945609790159797,0.198,0.312,0.000457304659212681,1,C9orf78,Down,Highly,Down_Highly
SSR3,3.65828396266448e-08,0.926954024778418,0.271,0.162,0.000501697062639807,1,SSR3,Up,Highly,Up_Highly
DDX24,3.85759651085684e-08,-1.11453390351219,0.145,0.254,0.000529030785498907,1,DDX24,Down,Highly,Down_Highly
C6orf48.1,3.99792043274409e-08,-0.557214765073627,0.458,0.557,0.000548274808146525,1,C6orf48,Down,Highly,Down_Highly
OXA1L,4.19535543372857e-08,0.672298030133872,0.295,0.181,0.000575351044181536,1,OXA1L,Up,Highly,Up_Highly
MZT2B.1,4.69670864828315e-08,-0.542940641620125,0.279,0.398,0.000644106624025552,1,MZT2B,Down,Highly,Down_Highly
XRCC6,6.33938300361865e-08,-0.646491272237804,0.23,0.344,0.000869382985116262,1,XRCC6,Down,Highly,Down_Highly
IDH3G,6.43812759374028e-08,1.11754464767948,0.287,0.18,0.000882924818205541,1,IDH3G,Up,Highly,Up_Highly
HNRNPF,7.11657938218302e-08,-0.807183938595335,0.283,0.401,0.000975967696472579,1,HNRNPF,Down,Highly,Down_Highly
KLF2,7.88095624889806e-08,-0.502569418310616,0.513,0.629,0.00108079433997388,1,KLF2,Down,Highly,Down_Highly
RAN,8.39058273866645e-08,-0.544523821828308,0.393,0.502,0.00115068451678072,1,RAN,Down,Highly,Down_Highly
SLC2A3.1,8.8297783609723e-08,-1.13765804048851,0.161,0.269,0.00121091580442374,1,SLC2A3,Down,Highly,Down_Highly
COX5A.1,9.70681617016085e-08,0.730923580963933,0.456,0.326,0.00133119276957586,1,COX5A,Up,Highly,Up_Highly
AHNAK.1,9.83356425981711e-08,0.646261191748731,0.371,0.253,0.00134857500259132,1,AHNAK,Up,Highly,Up_Highly
CD47,1.18814569909669e-07,-1.04597338024947,0.157,0.268,0.00162942301174121,1,CD47,Down,Highly,Down_Highly
MIF,1.43011577241932e-07,-0.670840251870215,0.33,0.43,0.00196126077029585,1,MIF,Down,Highly,Down_Highly
MYO1F.1,1.46625482028443e-07,0.60036321951221,0.334,0.215,0.00201082186053806,1,MYO1F,Up,Highly,Up_Highly
RPL41.1,1.47304341744734e-07,-0.508927156988686,0.462,0.556,0.00202013174268728,1,RPL41,Down,Highly,Down_Highly
CYCS,1.59779439522748e-07,-0.826294961550781,0.23,0.335,0.00219121523361496,1,CYCS,Down,Highly,Down_Highly
HN1.1,1.6783759310936e-07,0.514371197555034,0.34,0.221,0.00230172475190176,1,HN1,Up,Highly,Up_Highly
SNHG8.1,1.78810076294646e-07,-1.01126561005411,0.165,0.27,0.00245220138630478,1,SNHG8,Down,Highly,Down_Highly
LRRFIP1.1,2.00899989812025e-07,0.640440152318337,0.446,0.335,0.00275514246028211,1,LRRFIP1,Up,Highly,Up_Highly
KMT2E,2.22949335717001e-07,-0.852129535058509,0.159,0.261,0.00305752719002296,1,KMT2E,Down,Highly,Down_Highly
C11orf58,2.38590736566357e-07,-0.688524282749052,0.295,0.405,0.00327203336127102,1,C11orf58,Down,Highly,Down_Highly
ARHGEF1.1,2.72061549037177e-07,-1.02833621714803,0.157,0.256,0.00373105208349584,1,ARHGEF1,Down,Highly,Down_Highly
UQCR10,3.06439745553282e-07,0.643225112499737,0.444,0.325,0.00420251467051771,1,UQCR10,Up,Highly,Up_Highly
RBM39,3.15116968550569e-07,-0.85357613163047,0.263,0.373,0.0043215141067025,1,RBM39,Down,Highly,Down_Highly
WASF2,4.21557427214484e-07,0.627284658069199,0.277,0.176,0.00578123855681943,1,WASF2,Up,Highly,Up_Highly
ATP5EP2,5.50853118103025e-07,0.671410872859316,0.373,0.26,0.00755439966166489,1,ATP5EP2,Up,Highly,Up_Highly
HNRNPA0,6.31648142737897e-07,-0.509210689511329,0.377,0.468,0.00866242262950752,1,HNRNPA0,Down,Highly,Down_Highly
