,TCGA-GD-A2C5-01,TCGA-CU-A0YN-01,TCGA-BT-A20R-01,TCGA-GC-A3BM-01,TCGA-BL-A13J-01,TCGA-BT-A2LB-01,TCGA-CU-A0YR-01,TCGA-BT-A20W-01,TCGA-GC-A3WC-01,TCGA-BT-A20Q-01,TCGA-GD-A3OP-01,TCGA-BT-A20U-01,TCGA-K4-A3WV-01,TCGA-BT-A2LA-01,TCGA-GD-A3OQ-01,TCGA-BT-A20N-01,TCGA-K4-A54R-01
ENSG00000156502,1514,1262,851,928,834,1656,1568,1163,1061,1063,1361,909,1380,1745,1581,1251,1113
ENSG00000156504,3914,2471,1192,3622,2420,1891,2996,2354,3214,1951,4080,1766,1278,3666,2438,1419,1736
ENSG00000156508,160466,164699,161164,380281,152777,141818,141704,158519,234852,157306,310453,191187,76804,416775,316083,157480,120934
ENSG00000156509,9,23,53,47,40,19,9,70,46,8,17,12,39,1554,26,102,46
ENSG00000156510,9,2,3,10,1,9,76,4,179,66,10,2478,22,3,959,7,102
ENSG00000156515,11768,11945,5452,9104,9107,22434,10020,5838,7684,14515,12538,7983,9204,5432,25409,10983,12427
ENSG00000156521,2349,1888,714,1934,863,3566,800,1085,1458,2034,2370,1180,2713,1075,1706,1714,1271
ENSG00000156531,2338,2253,2039,2037,1745,1163,1682,1780,1883,2394,2621,1287,1383,3508,2616,1094,1641
ENSG00000156535,803,5110,2016,971,1518,1525,561,327,1885,733,850,2706,587,757,11326,2717,2335
ENSG00000156564,474,0,7,7,18,91,24,159,21,96,41,18,25,59,33,1,8
ENSG00000156574,7,10,2,6,7,1,0,7,8,6,8,2,2,71,11,5,9
ENSG00000156575,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000156587,3169,4064,4979,5224,2704,14653,2532,2574,11772,6303,5095,3301,2832,7391,4292,946,14031
ENSG00000156599,10651,10617,8901,10964,6846,9667,9194,4602,7584,8564,11769,5122,4315,6712,17166,6717,4467
ENSG00000156603,1148,1116,1192,834,550,675,548,502,351,699,888,332,556,1580,1098,424,775
ENSG00000156639,4682,2941,4838,4011,2767,3835,3612,2996,3628,6354,5915,2740,3740,3962,5089,2477,4043
ENSG00000156642,8319,3342,7166,7291,10077,5352,6070,2270,4975,8105,9794,3498,4346,4140,6906,5138,2181
ENSG00000156650,1553,1214,874,1184,1006,1883,1303,1455,1216,1674,2454,810,1121,2360,2526,1127,1060
ENSG00000156671,1104,1713,1382,1153,1301,1723,1186,1120,1380,2038,1907,895,1555,2529,1869,1899,985
ENSG00000156675,7769,3539,5205,2395,1989,2473,2931,1287,598,1610,11632,2223,10719,594,7730,1941,3263
ENSG00000156687,1,3,2,2,0,1,2,4,3,0,0,0,46,709,2,0,0
ENSG00000156689,4,32,9,2,1,3,0,0,1,2,3,9,284,246,0,1,0
ENSG00000156697,1817,2028,913,2195,893,1252,1904,1370,1430,1036,1597,1284,1887,3523,2634,615,580
ENSG00000156709,4371,2226,3101,2725,1379,2078,3591,2983,2443,2086,3851,2058,3040,2864,2932,1522,1746
ENSG00000156711,11223,8662,3677,6777,4919,9190,4751,4549,5558,3824,7908,3067,5358,1407,15612,4987,9309
ENSG00000156735,2478,1019,1343,2309,1535,1000,741,737,685,1680,1634,1165,11283,2171,1613,2097,2362
ENSG00000156738,15,160,9,39,3,149,21,267,1602,50,175,2,1,12,17,4,11
ENSG00000156755,0,0,1,0,0,3,0,0,1,2,0,0,0,0,0,0,0
ENSG00000156787,506,536,229,612,371,541,1479,408,853,454,618,327,510,1186,586,767,320
ENSG00000156795,492,506,715,453,420,792,647,355,664,348,901,367,546,3012,634,763,374
ENSG00000156802,2674,7631,2614,2606,2570,2134,9532,2119,3261,1225,3262,1925,1231,5486,5141,5183,2282
ENSG00000156804,2339,2397,4957,702,3402,5572,1773,910,5478,12216,3235,945,1732,1219,3192,664,1376
ENSG00000156831,806,1282,973,938,758,1079,2814,781,663,888,1513,403,678,1771,1362,964,748
ENSG00000156853,653,524,423,1006,312,507,188,357,724,490,917,415,564,2463,542,503,278
ENSG00000156858,2726,2250,2363,2331,2406,3476,878,1688,1919,2361,2757,929,2929,6432,1886,2319,2146
ENSG00000156860,6247,7850,3963,8158,5137,9629,2650,5248,4139,5069,8101,3002,5829,13680,8732,4391,4558
ENSG00000156869,707,556,683,1390,947,828,65,341,1500,1512,839,544,1457,307,718,3679,172
ENSG00000156873,2815,2243,1792,2149,1201,2062,697,1225,1560,1250,1867,724,3147,5107,1421,1378,1557
ENSG00000156875,2703,3739,2572,4276,2062,3309,2613,1880,4692,3049,4700,2785,3666,7142,3766,3338,1139
ENSG00000156876,610,1260,484,653,398,537,611,485,646,329,396,418,894,1425,857,586,208
ENSG00000156885,0,0,2,0,0,3,0,0,0,0,0,0,17,8,0,6,0
ENSG00000156886,4,1,3,7,5,9,10,18,37,7,9,11,11,4,2,5,15
ENSG00000156920,0,0,2,2,1,0,0,0,4,0,0,0,0,0,1,0,1
ENSG00000156925,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0
ENSG00000156928,1548,906,904,1248,446,1695,754,735,768,610,937,499,1013,1639,1080,1216,683
ENSG00000156931,2355,1742,2352,1586,1045,3333,1024,843,2541,1311,2755,1417,5594,3884,1838,1706,1092
ENSG00000156958,1335,625,1076,1141,1288,986,442,816,800,1027,987,411,1048,1255,1409,712,734
ENSG00000156959,0,5,1,12,1,1,0,2,1,2,4,1,4,2216,0,0,0
ENSG00000156966,78,279,762,296,43,522,520,167,202,128,517,1402,759,788,7184,21,107
ENSG00000156968,86,13,59,1337,36,45,100,242,42,65,360,24,234,804,242,494,82
ENSG00000156970,1305,2135,1216,1154,1036,972,1083,955,1688,422,580,1598,2248,3795,3254,1852,1467
ENSG00000156973,1095,635,1075,1290,256,2050,396,645,626,632,845,587,864,1988,918,387,384
ENSG00000156976,14928,15466,15061,19942,14088,18031,6585,6839,20880,15851,21286,12302,20876,54582,16607,17752,9953
ENSG00000156983,1544,1558,1593,2110,1208,2416,1095,1825,848,1354,2733,867,2554,4763,2438,1903,1214
ENSG00000156990,2095,1190,1764,1805,1105,3386,944,1709,750,1312,2763,863,2565,2795,1535,2376,1395
ENSG00000157005,61,1,0,1,1,5,0,169,0,0,284,0,2631,505,3,1,0
ENSG00000157014,1455,1513,1121,1800,646,2850,878,1606,1023,1465,2898,1022,2123,4527,1941,2143,1311
ENSG00000157017,19,16,9,22,8,16,4,44,45,16,31,9,41,20,5,9,7
ENSG00000157020,6273,4248,8908,4887,4777,8605,4833,6545,2444,4848,7026,3508,9359,8843,9374,8340,8884
ENSG00000157021,3,12,7,5,2,4,7,15,3,10,11,10,10,31,6,5,1
ENSG00000157036,1175,252,304,588,108,661,141,244,362,504,834,244,293,905,394,280,223
ENSG00000157045,1060,1998,1604,989,902,2817,3254,2162,849,1054,4210,395,1036,3714,3146,1051,1449
ENSG00000157060,0,0,1,0,0,0,5,1,0,0,0,1,0,0,0,2,0
ENSG00000157064,30,72,114,129,59,297,15,30,87,1234,33,183,25,1526,79,17,9
ENSG00000157077,3163,1181,2149,1998,949,1300,880,1454,1037,1198,4538,1078,1960,5337,1741,1822,290
ENSG00000157087,1,1,4,1,1,5,5,7,5,4,3,4,2,804,1,3,7
ENSG00000157093,0,0,3,0,1,0,0,0,0,1,6,0,1,3,4,0,16
ENSG00000157103,52,51,77,75,11,63,46,187,12,54,73,2,16,61,62,12,41
ENSG00000157106,5840,8867,3252,8567,3283,3575,6069,4534,6569,6740,10106,4983,5522,8625,8918,4642,2209
ENSG00000157107,2025,2491,1888,2596,1108,1137,2480,1214,957,1746,2785,1319,963,395,3170,835,601
ENSG00000157110,2169,1376,5731,5362,1005,4434,2098,2600,1585,4510,8549,1528,533,1754,4366,2399,1313
ENSG00000157111,94,26,74,76,16,9,22,10,29,21,17,170,433,31,382,121,6
ENSG00000157119,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
ENSG00000157131,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0
ENSG00000157150,29,7,324,31,31,180,112,14,66,16,167,17,2,13,242,47,36
ENSG00000157152,36,11,53,87,2,30,60,100,23,27,53,14,601,904,21,119,118
ENSG00000157168,45,391,20,4,3,87,276,150,512,102,643,1159,182,1157,85,11,37
ENSG00000157181,3024,1428,837,1906,1941,1187,1330,997,2194,1316,3377,894,1637,1920,1648,2344,821
ENSG00000157184,1489,1181,1305,2048,579,2372,764,1039,1576,1234,2891,1125,1287,3121,2030,1635,507
ENSG00000157191,3707,4559,4767,3662,2255,5926,2966,3181,3136,3460,5316,1907,1782,6516,6751,2865,3197
ENSG00000157193,640,1545,451,820,358,666,675,314,7599,505,162,3322,1186,1156,641,1812,267
ENSG00000157211,3,0,1,1,1,2,0,2,1,0,0,0,0,1,0,1,1
ENSG00000157212,1719,1392,894,1782,617,1227,968,804,913,851,1664,742,1440,2936,1808,880,842
ENSG00000157214,1608,1076,1149,1941,336,1268,276,414,848,306,4531,193,1199,707,1124,463,551
ENSG00000157216,5101,1970,4104,3764,1437,1956,1133,2751,2172,2971,3155,1936,4649,19396,2638,955,1114
ENSG00000157219,3,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
ENSG00000157224,2534,3013,1857,3037,1235,2196,908,1000,1946,1573,3287,1753,2477,4313,2949,1711,1225
ENSG00000157227,18669,52416,45818,12163,17929,75890,22276,10937,11362,50049,34397,10854,22154,20113,81250,12967,43206
ENSG00000157240,2201,1194,3952,1960,926,1270,165,899,1152,1654,2308,1040,1640,6271,1391,853,1512
ENSG00000157259,3601,1770,1619,4629,2241,2264,1000,1532,2395,2201,5027,1697,3693,5065,2290,1974,2084
ENSG00000157303,31,126,211,60,32,142,177,87,239,110,120,36,73,144,37,63,106
ENSG00000157306,88,40,30,88,37,46,15,57,84,29,81,6,80,72,23,36,41
ENSG00000157315,61,11,17,31,9,28,32,22,19,25,16,18,15,79,34,25,23
ENSG00000157322,32,1,4,12,2,4,13,22,5,4,2,0,7,29,1,7,2
ENSG00000157326,621,575,485,869,325,707,192,604,753,591,1135,501,601,288,602,353,450
ENSG00000157330,0,2,1,1,0,0,0,1,0,1,0,1,2,2,0,0,1
ENSG00000157335,9,1,1,1,1,3,0,4,0,1,5,0,1,5,0,1,3
ENSG00000157343,2,3,17,6,3,21,1,3,12,5,11,1,5,104,0,0,6
ENSG00000157349,2621,524,952,1222,688,1398,823,1277,604,908,1181,459,715,2593,1110,852,754
ENSG00000157350,1513,1178,1218,1169,377,1903,1685,1746,1010,1292,1962,380,737,6134,806,607,695
ENSG00000157353,4054,341,1427,2348,776,2964,701,1110,1571,941,2316,596,1301,788,912,1049,1277
ENSG00000157368,204,143,267,55,33,105,97,195,104,52,199,31,51,187,77,24,78
ENSG00000157379,1250,3991,1169,1291,788,1304,801,1032,1026,1220,2187,1288,652,1845,2348,539,1164
ENSG00000157388,1960,20,76,367,50,2763,5,184,21,781,1575,57,88,490,99,76,29
ENSG00000157399,74,23,183,35,9,384,97,24,13,77,47,18,92,44,88,3,40
ENSG00000157404,242,285,499,158,190,257,105,358,329,1518,2256,43,3362,2092,261,21,68
ENSG00000157423,3,3,11,16,10,7,8,25,14,3,16,0,6,226,4,1,2
ENSG00000157426,692,486,314,529,243,469,274,339,743,514,1250,494,719,820,734,377,277
ENSG00000157429,419,56,197,181,111,153,55,116,102,179,245,74,148,477,116,53,65
ENSG00000157445,41,260,19,33,14,133,22,51,152,176,74,22,1329,1810,91,442,11
ENSG00000157450,1953,1790,1195,2619,1558,978,1481,1087,1589,2626,2675,1183,1690,1444,2152,1669,986
ENSG00000157456,2283,3060,1882,1464,1795,1730,1795,1997,1857,808,682,1656,2817,5372,4621,2655,3397
ENSG00000157470,115,315,346,123,30,27,189,57,25,93,235,65,152,279,163,204,96
ENSG00000157483,4043,6048,5981,3381,1980,3594,5792,1590,1790,2951,5995,2363,1362,847,10050,5809,1765
ENSG00000157500,2450,2965,2927,3887,3803,3374,1895,1164,1681,3042,6734,2719,1810,5128,3451,2452,2384
ENSG00000157502,199,214,1049,262,116,962,2,285,11,117,847,46,22,1452,43,310,3
ENSG00000157510,509,512,673,791,178,637,1466,589,203,276,723,2223,1087,1884,1068,383,506
ENSG00000157514,6821,1360,7457,4406,2882,12045,1808,1893,10251,5698,7879,3554,6359,1976,6988,732,1683
ENSG00000157538,2884,2340,1924,2981,2933,2451,2751,1676,1612,1774,4479,1293,2082,2304,2770,3135,1236
ENSG00000157540,6202,3312,3889,4639,4637,3382,1971,3073,2913,3889,7363,2503,3449,4009,5793,4004,2139
ENSG00000157542,23,18,274,6,3,0,6,9,4,13,0,24,58,302,17,1,8
ENSG00000157551,4182,3551,732,5325,7673,12663,63,2366,814,5008,5686,518,1883,80,10817,1711,3454
ENSG00000157554,616,300,1298,316,101,469,484,502,305,280,1054,105,1629,1370,283,87,73
ENSG00000157557,10557,7502,5321,15586,12504,17316,4550,10328,5073,17329,16127,9919,12095,2289,15219,7360,12073
ENSG00000157570,685,364,1439,195,248,555,534,829,605,756,942,234,1364,3012,228,211,1041
ENSG00000157578,78,36,88,218,73,84,46,90,48,115,121,64,48,66,44,79,47
ENSG00000157593,3913,2666,5290,5073,2286,3437,3039,2553,3376,4487,3732,3086,2950,2778,9396,2657,3814
ENSG00000157600,2339,2066,668,2002,659,1372,768,1248,2114,732,3286,2610,1093,5795,5656,924,441
ENSG00000157601,8082,4013,17579,4252,2802,24027,2745,1745,9271,4185,11116,705,3003,6790,7709,2062,7180
ENSG00000157613,740,1297,2944,957,891,2472,521,575,327,1706,1943,2000,535,301,1109,314,1656
ENSG00000157617,4100,1588,1925,2322,2355,2888,1424,3041,954,3330,5948,2392,1545,1299,2531,2713,962
ENSG00000157625,1344,1787,4579,1973,1231,2799,2284,1385,1672,1473,2599,1133,3646,3830,2614,1025,1826
ENSG00000157637,13344,7352,10922,7533,6124,10351,3226,6689,5558,9009,16569,4820,12075,4145,9685,6034,5291
ENSG00000157653,24,33,15,51,13,27,12,36,65,14,62,15,12,38,26,20,15
ENSG00000157654,14,41,18,10,8,8,22,14,3,12,21,1,0,15,15,7,4
ENSG00000157657,369,1016,542,1073,175,445,546,1053,1631,614,904,1029,1859,6610,1802,670,720
ENSG00000157680,153,86,109,59,34,101,89,50,64,88,71,29,28,885,1094,21,19
ENSG00000157693,556,1199,981,699,573,1086,483,552,1800,958,1584,618,1420,3864,905,612,906
ENSG00000157703,63,10,224,14,276,183,196,99,14,29,111,21,221,44,101,34,326
ENSG00000157734,209,102,195,83,102,107,52,118,217,61,100,33,113,1574,85,68,115
ENSG00000157741,2409,1616,1077,2926,2669,1676,1333,1672,1483,1293,2683,940,1589,2810,1817,913,716
ENSG00000157764,2021,1669,1581,2306,2973,1245,1583,2119,1161,1678,5047,762,1893,3627,2791,1628,840
ENSG00000157765,1,6,41,6,2,5,237,1,3,0,3,394,720,60,3,6,0
ENSG00000157766,417,163,349,98,8,185,1726,326,196,128,304,142,5,808,509,21,225
ENSG00000157778,2872,2680,1872,3119,1058,3754,1707,3573,1823,1827,2138,1135,2180,5036,2774,1960,1716
ENSG00000157782,26,24,19,39,25,76,21,45,29,36,66,5,24,360,30,88,36
ENSG00000157796,1031,672,646,1337,449,996,259,610,966,767,1651,617,1223,1484,609,264,309
ENSG00000157800,2744,1736,2178,2512,2493,2497,1264,1475,1652,1833,2963,993,3555,4480,4086,1591,1742
ENSG00000157823,1109,798,920,958,645,740,600,644,1179,1402,2362,896,956,2057,1348,498,631
ENSG00000157827,359,3962,2156,1735,1058,1470,1129,751,1560,760,1412,941,2579,3021,1666,2632,862
ENSG00000157833,517,316,508,898,362,330,202,474,130,146,189,95,1766,5338,126,1086,726
ENSG00000157837,3305,4921,4943,4960,3111,6031,1844,2612,2789,4217,5896,1983,4127,6778,5486,3510,2566
ENSG00000157851,0,0,5,1,3,0,3,46,7,0,0,0,201,14047,0,1,1
ENSG00000157856,2,2,7,2,0,6,3,9,14,2,9,3,12,38,1,0,2
ENSG00000157869,613,814,591,918,320,811,549,372,819,743,1248,574,600,2437,981,706,425
ENSG00000157870,4213,1076,1751,4020,837,4285,1002,2038,1090,2254,4951,1816,2179,5530,3608,1607,1287
ENSG00000157873,4884,1016,1669,3282,631,4804,1080,1786,2985,3215,6125,959,4666,742,3369,935,3005
ENSG00000157881,1818,1613,955,2006,774,1683,1075,1341,1414,1145,2055,621,1889,1925,1215,2004,2029
ENSG00000157884,0,0,0,0,1,0,133,1,0,2,0,0,1,4,0,0,2
ENSG00000157890,27,20,12,6,8,14,9,11,6,6,10,6,15,289,6,2,3
ENSG00000157895,552,839,893,1111,344,1203,384,456,785,658,1140,491,905,1566,928,577,611
ENSG00000157911,1125,813,1149,1483,324,1677,367,836,643,718,1633,624,1300,1352,1180,928,1083
ENSG00000157916,9940,5502,6536,6608,2955,7291,5703,4927,4967,4369,9568,3080,6230,8741,7860,5907,5167
ENSG00000157927,27,148,57,8,52,52,48,172,40,30,213,9,246,1015,8,12,38
ENSG00000157933,4413,5637,3463,5795,1879,4778,2990,4016,3075,3702,5683,3261,3742,6512,6544,3082,2815
ENSG00000157954,5809,6656,4404,7736,3479,6891,2652,4746,3109,2478,5697,2643,3557,13290,4656,4287,3409
ENSG00000157965,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000157978,2436,3955,2061,3007,691,1774,1857,1217,1994,1473,1637,2845,1713,650,4414,1259,1994
ENSG00000157985,1564,1304,1536,1643,449,1054,785,855,694,651,1412,1260,1439,3696,2160,774,359
ENSG00000157992,2561,465,2067,2888,907,2876,1022,998,1742,28,1438,2180,4056,1642,2288,2377,23
ENSG00000157999,19,26,13,53,11,22,11,32,31,9,30,10,21,13,18,12,15
ENSG00000158006,1781,926,1903,1470,770,1396,960,870,733,922,3231,577,933,1892,1818,717,560
ENSG00000158008,33,4,72,16,4,54,22,26,7,48,72,6,93,105,22,5,61
ENSG00000158014,2327,4,2981,2,22,1284,2303,2361,7,3035,2142,0,125,191,28,2,1498
ENSG00000158019,2216,1170,2389,1718,981,3671,1209,2296,2240,1773,3580,1215,3040,2144,1167,1278,1019
ENSG00000158022,222,12,64,0,26,19,45,21,31,11,19,1,4,0,1,0,3
ENSG00000158023,55,359,932,158,188,294,12,168,548,93,100,330,180,183,1165,48,65
ENSG00000158042,2706,3231,2924,2101,1436,3985,1728,1814,2190,2184,2839,1770,3101,5413,5111,2167,4061
ENSG00000158050,2700,653,516,3317,883,2326,231,3836,958,188,16317,43,134,2430,2141,282,390
ENSG00000158055,14447,8977,14838,1895,2409,8713,8659,11618,1523,2266,13940,1084,1190,77,5226,2735,2632
ENSG00000158062,1176,758,1323,1073,435,1880,247,1015,882,573,1323,592,1137,1749,1171,739,963
ENSG00000158077,3,7,6,16,0,8,1,1,1,3,16,2,0,35,4,8,0
ENSG00000158079,530,633,580,482,242,477,382,482,686,166,604,182,387,1372,503,372,184
ENSG00000158089,130,1103,487,1180,431,175,1152,976,1128,609,1227,284,709,1836,1276,3212,182
ENSG00000158092,850,1398,1113,1755,1006,599,1067,676,1944,1220,1210,1532,1860,1516,1666,1516,610
ENSG00000158104,23,10,38,8,5,32,6,14,38,12,33,23,27,7,9,14,30
ENSG00000158106,2647,251,832,667,897,2580,128,1436,589,1865,5161,688,4112,2338,1991,1854,1305
ENSG00000158109,6363,4550,3395,5059,2344,4385,4035,4092,3658,2840,5864,2731,5130,3849,5777,3079,3656
ENSG00000158113,20,20,38,96,46,13,32,28,7,38,23,14,239,185,56,19,62
ENSG00000158122,502,472,1109,143,166,659,287,310,818,375,531,182,292,836,449,282,310
ENSG00000158125,481,3193,168,613,209,455,63,206,353,164,547,1824,273,32,4292,135,157
ENSG00000158156,823,558,907,718,446,701,214,411,294,432,921,234,644,1444,857,386,522
ENSG00000158158,1176,634,1758,1766,729,1736,2077,1056,1130,2259,4191,1261,2078,1767,2467,1064,916
ENSG00000158161,2610,2668,1204,1917,1285,1445,1113,2118,2062,1407,2510,1554,1159,4991,2658,1891,1612
ENSG00000158163,186,140,372,200,86,605,189,121,591,95,562,33,222,552,126,331,280
ENSG00000158164,35,196,131,11,15,8,9,44,6,13,11,9,16,6598,116,17,24
ENSG00000158169,617,1323,1011,447,266,492,369,579,1201,190,1013,651,729,2667,937,370,334
ENSG00000158186,691,629,2352,629,670,851,564,385,570,1056,695,534,1167,4944,280,539,1561
ENSG00000158195,6581,13003,3994,8123,3712,5790,3552,5542,13665,3252,9273,9317,6172,10824,15096,9781,2517
ENSG00000158201,1784,1444,1497,851,566,1201,1332,528,2299,889,2497,1142,1619,756,1270,1272,861
ENSG00000158220,29,112,293,36,61,2,25,85,223,24,41,5,235,372,5,152,74
ENSG00000158234,1383,519,1182,591,416,715,605,529,576,423,1045,331,1038,1000,1473,664,894
ENSG00000158246,399,375,371,76,41,96,47,68,210,193,243,196,74,439,184,25,41
ENSG00000158258,283,456,761,13,140,154,245,407,194,999,125,67,114,319,286,72,52
ENSG00000158270,694,291,4871,50,792,640,1009,85,691,1710,1313,416,116,71,245,248,889
ENSG00000158286,767,572,486,1525,221,1093,870,1353,914,1127,2042,408,1750,508,896,675,616
ENSG00000158290,5206,4201,4400,5018,2301,2193,2298,2505,3165,3579,4503,1790,7369,7682,6344,1723,2871
ENSG00000158292,229,2673,575,1316,367,799,126,737,839,730,1044,202,2841,3578,7944,1469,864
ENSG00000158296,242,35,407,132,398,409,149,160,63,53,276,25,49,204,119,69,458
ENSG00000158301,326,211,373,983,245,375,207,213,160,302,665,160,615,6031,418,293,185
ENSG00000158315,1781,1175,866,377,406,1912,960,646,865,669,1988,784,476,119,2402,312,851
ENSG00000158321,832,327,3138,4392,237,2841,210,835,1832,1322,2052,2775,6193,14819,2573,176,233
ENSG00000158352,1345,255,672,813,282,2222,656,591,253,516,2920,98,548,339,590,225,419
ENSG00000158373,1779,1042,1434,110,277,810,103,546,561,432,572,119,2302,869,559,232,369
ENSG00000158402,202,850,255,227,254,536,315,565,359,72,142,231,504,1386,659,273,188
ENSG00000158406,155,110,142,2,79,29,9,53,146,20,21,7,88,37,38,19,36
ENSG00000158411,1280,695,680,689,460,1579,629,577,1143,736,976,570,1495,720,819,503,779
ENSG00000158417,12944,10777,14164,9326,7623,17395,11886,9287,8031,10201,11391,8020,11961,13169,13685,11381,4313
ENSG00000158423,79,25,101,95,25,165,51,80,48,81,118,28,152,117,89,21,26
ENSG00000158427,31,41,77,60,10,8,3,47,15,24,28,1,23,280,21,12,7
ENSG00000158428,7,4,12,2,0,22,7,9,3,2,6,10,12,4,4,0,10
ENSG00000158435,4236,2747,4444,3385,3247,7054,3535,2280,2449,2589,4512,1798,4453,4330,4766,2616,2446
ENSG00000158445,4,1,119,12,10,23,4,26,40,31,61,1,10,1041,0,4,1
ENSG00000158457,305,462,477,567,2075,438,840,866,1271,653,949,1261,1851,2947,626,415,2672
ENSG00000158458,8,13,68,24,3,6,6,22,31,519,379,7,4,299,67,1,1
ENSG00000158467,1135,678,939,2129,818,948,630,593,810,1002,1531,1137,1546,1444,2643,663,496
ENSG00000158470,2931,7357,7170,9537,2283,5875,6606,2980,4314,10038,8544,11057,5368,9448,14942,5538,2603
ENSG00000158473,62,29,49,36,24,48,50,68,173,86,144,16,13,248,37,17,39
ENSG00000158477,135,1003,4,142,4,92,196,38,772,88,84,50,3,1,93,4,27
ENSG00000158480,1132,902,540,2289,371,944,673,672,901,964,1233,682,820,1491,1311,551,586
ENSG00000158481,36,152,22,41,8,60,15,87,286,55,174,33,3,1,58,10,6
ENSG00000158482,0,7,0,2,0,4,0,2,4,4,5,0,0,2,3,0,3
ENSG00000158483,472,265,290,483,180,362,291,204,261,269,342,180,289,492,387,323,187
ENSG00000158485,3,41,3,0,0,3,21,16,116,9,13,11,0,1,8,0,0
ENSG00000158486,150,30,64,128,87,852,65,78,24,19,100,35,16,96,209,90,11
ENSG00000158488,36,142,9,27,2,22,30,79,313,89,121,21,1,3,22,1,3
ENSG00000158497,3,0,1,0,0,1,0,1,1,0,1,1,0,1,9,0,1
ENSG00000158516,3,0,51,5,4,0,0,1,1,0,1,0,117,20,7,1,11
ENSG00000158517,55,74,38,22,14,171,180,52,213,116,110,19,36,19,33,10,92
ENSG00000158525,75,20,2,14,8,27,2,29,1,13,12,3,10,7,21,5,26
ENSG00000158526,3123,2184,3531,2371,1006,9819,2295,2551,2109,1816,3155,1504,4651,3330,3069,1898,3075
ENSG00000158528,160,20,1008,1722,461,554,219,331,80,86,1565,3,2326,2090,797,424,350
ENSG00000158545,2990,2274,2751,3978,2182,3701,2952,2981,3083,2346,2941,2021,3634,7329,4541,2137,4383
ENSG00000158552,1987,1251,1332,1060,509,2409,406,677,700,760,1600,521,1256,2143,1561,414,654
ENSG00000158553,7,0,10,10,12,3,3,4,0,4,9,0,29,36,0,4,14
ENSG00000158555,513,236,815,422,155,573,225,223,412,247,299,193,435,872,408,160,145
ENSG00000158560,474,40,262,585,478,394,87,217,271,109,44,46,183,1303,26,340,6
ENSG00000158571,53,15,62,42,10,20,9,12,35,17,29,8,47,6,8,20,14
ENSG00000158578,3,199,3,17,1,77,1,9,0,0,3,0,0,41,31,2,2
ENSG00000158604,8297,4233,8227,8002,4674,9885,4213,7864,3750,6054,10789,2667,5657,10765,7360,10944,3991
ENSG00000158615,6114,4403,4526,6642,2747,6645,8238,5451,3850,4341,9677,2195,2399,9541,8288,2971,2868
ENSG00000158623,5448,3097,2771,2584,4615,4256,1436,1745,2993,3803,5051,2674,5681,11469,9918,2200,3336
ENSG00000158636,1443,1681,913,2129,1019,1087,845,660,1289,867,1291,744,3603,2085,1215,1578,790
ENSG00000158639,2,1,3,2,12,22,3,5,1,11,15,1,202,49,0,50,9
ENSG00000158669,1444,5192,3065,3823,1286,3121,1756,11670,1483,2358,5816,1398,2412,6040,5307,2379,1508
ENSG00000158683,205,13,277,45,21,739,541,323,34,26,625,23,173,38,709,34,65
ENSG00000158691,691,152,470,683,288,170,53,312,331,246,675,134,1189,628,123,305,100
ENSG00000158710,33862,38554,32882,28401,127678,84850,62670,27270,45379,27153,44598,20007,17266,20523,103350,93834,41291
ENSG00000158711,4291,2947,2412,4411,3167,4758,2607,2793,5599,4337,5665,2751,1481,2422,4824,2460,2726
ENSG00000158714,225,693,399,171,190,954,1158,195,1486,768,532,261,74,100,179,109,1442
ENSG00000158715,467,553,243,1315,275,559,877,525,193,177,1726,818,483,748,4545,230,452
ENSG00000158716,3871,804,2373,1656,2845,3051,1588,985,1624,1227,3410,498,2310,1608,1159,1108,150
ENSG00000158717,705,491,633,1091,376,728,419,656,1255,652,919,403,922,3021,416,428,1090
